2018-06-12 10:25:19,228 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=ab6d8ab0-bea5-4aa2-9e7c-2e5aa8018457
2018-06-14 05:58:46,052 [11] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=0354b0a7-37cf-48d6-b02e-d0848c1ac05a
2018-06-14 05:58:46,057 [31] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2018-06-14 05:58:46,057 [31] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-06-14 05:58:46,057 [31] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 156.139.10.17, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 0354b0a7-37cf-48d6-b02e-d0848c1ac05a, Hostname localhost, IPv6Address 
2018-06-14 05:58:46,073 [9] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=0354b0a7-37cf-48d6-b02e-d0848c1ac05a
2018-06-14 09:54:19,711 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=0354b0a7-37cf-48d6-b02e-d0848c1ac05a
2018-06-14 09:54:19,718 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2018-06-14 09:54:19,719 [29] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=5, reason=ManagedDisconnect, detail=), serverId=0354b0a7-37cf-48d6-b02e-d0848c1ac05a
2018-06-14 09:54:19,746 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=0354b0a7-37cf-48d6-b02e-d0848c1ac05a
2018-06-14 09:54:19,753 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2018-06-14 10:00:23,279 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=67351ae7-8f8e-4989-983f-c4e62ecb801e
2018-06-14 10:00:23,472 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2018-06-14 10:00:23,478 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2018-06-14 10:00:23,488 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2018-06-14 10:00:23,504 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2018-06-14 10:00:23,510 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2018-06-14 10:00:23,517 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2018-06-14 10:00:23,522 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2018-06-14 10:00:23,528 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2018-06-14 10:00:23,534 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2018-06-14 10:00:23,540 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2018-06-14 10:00:23,545 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2018-06-14 10:00:23,551 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2018-06-14 10:00:23,556 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2018-06-14 10:00:23,562 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2018-06-14 10:00:23,567 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2018-06-14 10:00:23,573 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2018-06-14 10:00:23,578 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2018-06-14 10:00:23,591 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file C:\HP\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (Could not find file 'C:\HP\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config'.)
2018-06-14 10:00:23,606 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in C:\HP\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2018-06-14 10:00:23,614 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-06-14 10:00:23,623 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2018-06-14 10:00:23,700 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=67351ae7-8f8e-4989-983f-c4e62ecb801e
2018-06-14 10:00:23,723 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=C:\HP\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2018-06-14 10:00:23,734 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2018-06-14 10:00:24,606 [13] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2018-06-14 10:00:24,614 [13] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-06-14 10:00:24,623 [13] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 156.139.10.17, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 67351ae7-8f8e-4989-983f-c4e62ecb801e, Hostname localhost, IPv6Address 
2018-06-14 10:00:24,713 [15] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=67351ae7-8f8e-4989-983f-c4e62ecb801e
2018-06-14 10:00:54,275 [4] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=1d2ecd34-ee91-4561-bed7-cae53a41b908
2018-06-14 10:00:54,309 [4] INFO  Photon.Common.LoadBalancer.Common.PublicIPAddressReader - Public IP lookup - remote endpoint: 104.45.24.151 (InterNetwork), local endpoint: 0.0.0.0 (InterNetwork)
2018-06-14 10:00:54,628 [4] INFO  Photon.Common.LoadBalancer.Common.PublicIPAddressReader - Public IP address: 156.139.34.67, lookup at http://licensesp.exitgames.com/echoip
2018-06-14 10:00:54,969 [4] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2018-06-14 10:00:54,977 [4] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2018-06-14 10:00:54,987 [4] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2018-06-14 10:00:55,001 [4] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2018-06-14 10:00:55,007 [4] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2018-06-14 10:00:55,014 [4] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2018-06-14 10:00:55,020 [4] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2018-06-14 10:00:55,026 [4] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2018-06-14 10:00:55,033 [4] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2018-06-14 10:00:55,040 [4] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2018-06-14 10:00:55,047 [4] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2018-06-14 10:00:55,053 [4] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2018-06-14 10:00:55,059 [4] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2018-06-14 10:00:55,065 [4] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2018-06-14 10:00:55,072 [4] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2018-06-14 10:00:55,079 [4] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2018-06-14 10:00:55,085 [4] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2018-06-14 10:00:55,099 [4] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file C:\HP\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (Could not find file 'C:\HP\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config'.)
2018-06-14 10:00:55,112 [4] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in C:\HP\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2018-06-14 10:00:55,121 [4] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-06-14 10:00:55,128 [4] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2018-06-14 10:00:55,164 [4] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=1d2ecd34-ee91-4561-bed7-cae53a41b908
2018-06-14 10:00:55,187 [4] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=C:\HP\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2018-06-14 10:00:55,199 [4] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2018-06-14 10:00:55,213 [4] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=67351ae7-8f8e-4989-983f-c4e62ecb801e
2018-06-14 10:00:55,220 [4] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2018-06-14 10:00:55,225 [13] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=67351ae7-8f8e-4989-983f-c4e62ecb801e
2018-06-14 10:00:55,236 [4] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=67351ae7-8f8e-4989-983f-c4e62ecb801e
2018-06-14 10:00:55,251 [4] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2018-06-14 10:00:55,267 [12] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2018-06-14 10:00:55,277 [12] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-06-14 10:00:55,287 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 156.139.34.67, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 1d2ecd34-ee91-4561-bed7-cae53a41b908, Hostname localhost, IPv6Address 
2018-06-14 10:00:55,315 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=1d2ecd34-ee91-4561-bed7-cae53a41b908
2018-06-14 10:01:39,103 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=1d2ecd34-ee91-4561-bed7-cae53a41b908
2018-06-14 10:01:39,112 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2018-06-14 10:01:39,116 [13] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=3, reason=ManagedDisconnect, detail=), serverId=1d2ecd34-ee91-4561-bed7-cae53a41b908
2018-06-14 10:01:39,152 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=1d2ecd34-ee91-4561-bed7-cae53a41b908
2018-06-14 10:01:39,159 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2018-06-14 10:01:52,061 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=3d140fbf-4591-464b-bdf7-db5cbbffca07
2018-06-14 10:01:52,266 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2018-06-14 10:01:52,272 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2018-06-14 10:01:52,282 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2018-06-14 10:01:52,296 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2018-06-14 10:01:52,303 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2018-06-14 10:01:52,309 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2018-06-14 10:01:52,315 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2018-06-14 10:01:52,321 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2018-06-14 10:01:52,327 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2018-06-14 10:01:52,333 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2018-06-14 10:01:52,339 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2018-06-14 10:01:52,345 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2018-06-14 10:01:52,351 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2018-06-14 10:01:52,357 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2018-06-14 10:01:52,363 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2018-06-14 10:01:52,369 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2018-06-14 10:01:52,375 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2018-06-14 10:01:52,388 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file C:\HP\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (Could not find file 'C:\HP\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config'.)
2018-06-14 10:01:52,402 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in C:\HP\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2018-06-14 10:01:52,410 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-06-14 10:01:52,416 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2018-06-14 10:01:52,454 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=3d140fbf-4591-464b-bdf7-db5cbbffca07
2018-06-14 10:01:52,477 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=C:\HP\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2018-06-14 10:01:52,489 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2018-06-14 10:01:53,095 [12] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2018-06-14 10:01:53,102 [12] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-06-14 10:01:53,110 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 156.139.34.67, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 3d140fbf-4591-464b-bdf7-db5cbbffca07, Hostname localhost, IPv6Address 
2018-06-14 10:01:53,185 [14] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=3d140fbf-4591-464b-bdf7-db5cbbffca07
2018-06-14 10:19:19,771 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=3d140fbf-4591-464b-bdf7-db5cbbffca07
2018-06-14 10:19:19,782 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2018-06-14 10:19:19,784 [29] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=3d140fbf-4591-464b-bdf7-db5cbbffca07
2018-06-14 10:19:19,811 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=3d140fbf-4591-464b-bdf7-db5cbbffca07
2018-06-14 10:19:19,819 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2018-06-14 10:19:50,708 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=8251181f-e2a3-46ff-8a78-1e80118360ba
2018-06-14 10:19:51,005 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2018-06-14 10:19:51,013 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2018-06-14 10:19:51,024 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2018-06-14 10:19:51,040 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2018-06-14 10:19:51,049 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2018-06-14 10:19:51,057 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2018-06-14 10:19:51,064 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2018-06-14 10:19:51,070 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2018-06-14 10:19:51,077 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2018-06-14 10:19:51,083 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2018-06-14 10:19:51,089 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2018-06-14 10:19:51,095 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2018-06-14 10:19:51,101 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2018-06-14 10:19:51,108 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2018-06-14 10:19:51,114 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2018-06-14 10:19:51,120 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2018-06-14 10:19:51,126 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2018-06-14 10:19:51,140 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file C:\HP\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (Could not find file 'C:\HP\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config'.)
2018-06-14 10:19:51,154 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in C:\HP\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2018-06-14 10:19:51,163 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-06-14 10:19:51,170 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2018-06-14 10:19:51,208 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=8251181f-e2a3-46ff-8a78-1e80118360ba
2018-06-14 10:19:51,233 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=C:\HP\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2018-06-14 10:19:51,245 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2018-06-14 10:19:51,936 [14] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2018-06-14 10:19:51,943 [14] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-06-14 10:19:51,952 [14] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 156.139.34.67, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 8251181f-e2a3-46ff-8a78-1e80118360ba, Hostname localhost, IPv6Address 
2018-06-14 10:19:52,031 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=8251181f-e2a3-46ff-8a78-1e80118360ba
2018-06-14 10:26:38,319 [8] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=b6b464e5-d5ff-4297-956d-3050de2f1564
2018-06-14 10:26:38,355 [8] INFO  Photon.Common.LoadBalancer.Common.PublicIPAddressReader - Public IP lookup - remote endpoint: 104.45.24.151 (InterNetwork), local endpoint: 0.0.0.0 (InterNetwork)
2018-06-14 10:26:38,673 [8] INFO  Photon.Common.LoadBalancer.Common.PublicIPAddressReader - Public IP address: 156.139.34.67, lookup at http://licensesp.exitgames.com/echoip
2018-06-14 10:26:38,872 [8] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2018-06-14 10:26:38,880 [8] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2018-06-14 10:26:38,889 [8] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2018-06-14 10:26:38,906 [8] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2018-06-14 10:26:38,912 [8] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2018-06-14 10:26:38,919 [8] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2018-06-14 10:26:38,925 [8] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2018-06-14 10:26:38,931 [8] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2018-06-14 10:26:38,939 [8] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2018-06-14 10:26:38,946 [8] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2018-06-14 10:26:38,952 [8] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2018-06-14 10:26:38,959 [8] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2018-06-14 10:26:38,966 [8] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2018-06-14 10:26:38,973 [8] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2018-06-14 10:26:38,979 [8] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2018-06-14 10:26:38,986 [8] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2018-06-14 10:26:38,992 [8] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2018-06-14 10:26:39,008 [8] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file C:\HP\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (Could not find file 'C:\HP\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config'.)
2018-06-14 10:26:39,023 [8] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in C:\HP\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2018-06-14 10:26:39,033 [8] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-06-14 10:26:39,041 [8] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2018-06-14 10:26:39,079 [8] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=b6b464e5-d5ff-4297-956d-3050de2f1564
2018-06-14 10:26:39,104 [8] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=C:\HP\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2018-06-14 10:26:39,115 [8] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
